# y+ ()         
# Time          	patch           	min             	max             	average         
300             	lowerWall	2.07679653e-01	1.35437527e+00	2.52757675e-01
301             	lowerWall	2.07565782e-01	1.35435830e+00	2.52686477e-01
302             	lowerWall	2.07452358e-01	1.35434142e+00	2.52615745e-01
303             	lowerWall	2.07339374e-01	1.35432460e+00	2.52545473e-01
304             	lowerWall	2.07226825e-01	1.35430788e+00	2.52475656e-01
305             	lowerWall	2.07114708e-01	1.35429122e+00	2.52406290e-01
306             	lowerWall	2.07003018e-01	1.35427465e+00	2.52337369e-01
307             	lowerWall	2.06891751e-01	1.35425815e+00	2.52268889e-01
308             	lowerWall	2.06780902e-01	1.35424173e+00	2.52200844e-01
309             	lowerWall	2.06670467e-01	1.35422538e+00	2.52133230e-01
310             	lowerWall	2.06560442e-01	1.35420911e+00	2.52066042e-01
311             	lowerWall	2.06450822e-01	1.35419291e+00	2.51999275e-01
312             	lowerWall	2.06341604e-01	1.35417679e+00	2.51932925e-01
313             	lowerWall	2.06232783e-01	1.35416073e+00	2.51866987e-01
314             	lowerWall	2.06124356e-01	1.35414476e+00	2.51801457e-01
315             	lowerWall	2.06016318e-01	1.35412885e+00	2.51736331e-01
316             	lowerWall	2.05908666e-01	1.35411302e+00	2.51671604e-01
317             	lowerWall	2.05801396e-01	1.35409725e+00	2.51607272e-01
318             	lowerWall	2.05694504e-01	1.35408155e+00	2.51543332e-01
319             	lowerWall	2.05587988e-01	1.35406592e+00	2.51479778e-01
320             	lowerWall	2.05481842e-01	1.35405037e+00	2.51416608e-01
321             	lowerWall	2.05376063e-01	1.35403488e+00	2.51353816e-01
322             	lowerWall	2.05270646e-01	1.35401946e+00	2.51291399e-01
323             	lowerWall	2.05165589e-01	1.35400410e+00	2.51229354e-01
324             	lowerWall	2.05060888e-01	1.35398882e+00	2.51167676e-01
325             	lowerWall	2.04956539e-01	1.35397359e+00	2.51106362e-01
326             	lowerWall	2.04852539e-01	1.35395844e+00	2.51045407e-01
327             	lowerWall	2.04748885e-01	1.35394335e+00	2.50984810e-01
328             	lowerWall	2.04645572e-01	1.35392833e+00	2.50924565e-01
329             	lowerWall	2.04542599e-01	1.35391336e+00	2.50864670e-01
330             	lowerWall	2.04439962e-01	1.35389847e+00	2.50805121e-01
331             	lowerWall	2.04337658e-01	1.35388363e+00	2.50745914e-01
332             	lowerWall	2.04235684e-01	1.35386887e+00	2.50687047e-01
333             	lowerWall	2.04134036e-01	1.35385415e+00	2.50628516e-01
334             	lowerWall	2.04032713e-01	1.35383951e+00	2.50570317e-01
335             	lowerWall	2.03931709e-01	1.35382492e+00	2.50512448e-01
