# y+ ()         
# Time          	patch           	min             	max             	average         
328             	bottom	7.06820021e+01	1.16336090e+02	8.37924793e+01
329             	bottom	7.06822156e+01	1.16336111e+02	8.37925524e+01
330             	bottom	7.06824272e+01	1.16336131e+02	8.37926251e+01
331             	bottom	7.06826369e+01	1.16336152e+02	8.37926972e+01
332             	bottom	7.06828447e+01	1.16336173e+02	8.37927689e+01
333             	bottom	7.06830507e+01	1.16336193e+02	8.37928402e+01
334             	bottom	7.06832548e+01	1.16336214e+02	8.37929110e+01
335             	bottom	7.06834572e+01	1.16336235e+02	8.37929813e+01
336             	bottom	7.06836578e+01	1.16336255e+02	8.37930512e+01
337             	bottom	7.06838566e+01	1.16336276e+02	8.37931206e+01
338             	bottom	7.06840536e+01	1.16336296e+02	8.37931896e+01
339             	bottom	7.06842490e+01	1.16336316e+02	8.37932581e+01
340             	bottom	7.06844426e+01	1.16336337e+02	8.37933263e+01
341             	bottom	7.06846346e+01	1.16336357e+02	8.37933940e+01
342             	bottom	7.06848249e+01	1.16336377e+02	8.37934613e+01
343             	bottom	7.06850136e+01	1.16336398e+02	8.37935282e+01
344             	bottom	7.06852007e+01	1.16336418e+02	8.37935947e+01
345             	bottom	7.06853863e+01	1.16336438e+02	8.37936607e+01
346             	bottom	7.06855702e+01	1.16336458e+02	8.37937264e+01
347             	bottom	7.06857527e+01	1.16336478e+02	8.37937917e+01
348             	bottom	7.06859336e+01	1.16336498e+02	8.37938566e+01
349             	bottom	7.06861131e+01	1.16336518e+02	8.37939211e+01
350             	bottom	7.06862911e+01	1.16336538e+02	8.37939852e+01
351             	bottom	7.06864676e+01	1.16336558e+02	8.37940490e+01
352             	bottom	7.06866427e+01	1.16336578e+02	8.37941123e+01
353             	bottom	7.06868163e+01	1.16336598e+02	8.37941753e+01
354             	bottom	7.06869886e+01	1.16336618e+02	8.37942379e+01
355             	bottom	7.06871594e+01	1.16336638e+02	8.37943002e+01
356             	bottom	7.06873289e+01	1.16336657e+02	8.37943621e+01
357             	bottom	7.06874970e+01	1.16336677e+02	8.37944237e+01
358             	bottom	7.06876638e+01	1.16336697e+02	8.37944848e+01
359             	bottom	7.06878292e+01	1.16336717e+02	8.37945457e+01
360             	bottom	7.06879933e+01	1.16336736e+02	8.37946062e+01
361             	bottom	7.06881561e+01	1.16336756e+02	8.37946663e+01
362             	bottom	7.06883176e+01	1.16336775e+02	8.37947262e+01
363             	bottom	7.06884778e+01	1.16336795e+02	8.37947856e+01
364             	bottom	7.06886367e+01	1.16336814e+02	8.37948448e+01
365             	bottom	7.06887944e+01	1.16336834e+02	8.37949036e+01
366             	bottom	7.06889509e+01	1.16336853e+02	8.37949621e+01
367             	bottom	7.06891061e+01	1.16336873e+02	8.37950203e+01
368             	bottom	7.06892601e+01	1.16336892e+02	8.37950781e+01
369             	bottom	7.06894129e+01	1.16336911e+02	8.37951357e+01
370             	bottom	7.06895645e+01	1.16336930e+02	8.37951929e+01
371             	bottom	7.06897149e+01	1.16336950e+02	8.37952498e+01
372             	bottom	7.06898642e+01	1.16336969e+02	8.37953064e+01
373             	bottom	7.06900123e+01	1.16336988e+02	8.37953627e+01
374             	bottom	7.06901593e+01	1.16337007e+02	8.37954187e+01
375             	bottom	7.06903052e+01	1.16337026e+02	8.37954744e+01
376             	bottom	7.06904499e+01	1.16337045e+02	8.37955298e+01
377             	bottom	7.06905935e+01	1.16337064e+02	8.37955850e+01
378             	bottom	7.06907361e+01	1.16337084e+02	8.37956398e+01
379             	bottom	7.06908775e+01	1.16337103e+02	8.37956943e+01
380             	bottom	7.06910179e+01	1.16337121e+02	8.37957486e+01
381             	bottom	7.06911573e+01	1.16337140e+02	8.37958026e+01
382             	bottom	7.06912955e+01	1.16337159e+02	8.37958563e+01
383             	bottom	7.06914328e+01	1.16337178e+02	8.37959097e+01
384             	bottom	7.06915690e+01	1.16337197e+02	8.37959628e+01
385             	bottom	7.06917042e+01	1.16337216e+02	8.37960157e+01
