# y+ ()         
# Time          	patch           	min             	max             	average         
188             	bottom	1.67206156e+00	1.00970978e+02	6.92894554e+01
189             	bottom	1.66828058e+00	1.00970949e+02	6.92889735e+01
190             	bottom	1.66450810e+00	1.00970919e+02	6.92884928e+01
191             	bottom	1.66074452e+00	1.00970890e+02	6.92880133e+01
192             	bottom	1.65698939e+00	1.00970861e+02	6.92875349e+01
193             	bottom	1.65324312e+00	1.00970832e+02	6.92870577e+01
194             	bottom	1.64950527e+00	1.00970803e+02	6.92865815e+01
195             	bottom	1.64577624e+00	1.00970774e+02	6.92861066e+01
196             	bottom	1.64205558e+00	1.00970746e+02	6.92856327e+01
197             	bottom	1.63834369e+00	1.00970717e+02	6.92851600e+01
198             	bottom	1.63464014e+00	1.00970689e+02	6.92846883e+01
199             	bottom	1.63094532e+00	1.00970661e+02	6.92842179e+01
200             	bottom	1.62725879e+00	1.00970633e+02	6.92837485e+01
201             	bottom	1.62358096e+00	1.00970605e+02	6.92832803e+01
202             	bottom	1.61991138e+00	1.00970577e+02	6.92828131e+01
203             	bottom	1.61625045e+00	1.00970549e+02	6.92823471e+01
204             	bottom	1.61259774e+00	1.00970522e+02	6.92818822e+01
205             	bottom	1.60895363e+00	1.00970495e+02	6.92814184e+01
206             	bottom	1.60531771e+00	1.00970467e+02	6.92809556e+01
207             	bottom	1.60169035e+00	1.00970440e+02	6.92804940e+01
208             	bottom	1.59807113e+00	1.00970413e+02	6.92800335e+01
209             	bottom	1.59446043e+00	1.00970386e+02	6.92795741e+01
210             	bottom	1.59085784e+00	1.00970359e+02	6.92791157e+01
211             	bottom	1.58726373e+00	1.00970333e+02	6.92786585e+01
212             	bottom	1.58367768e+00	1.00970306e+02	6.92782023e+01
213             	bottom	1.58010008e+00	1.00970279e+02	6.92777473e+01
214             	bottom	1.57653050e+00	1.00970253e+02	6.92772932e+01
215             	bottom	1.57296933e+00	1.00970227e+02	6.92768403e+01
216             	bottom	1.56941615e+00	1.00970201e+02	6.92763885e+01
217             	bottom	1.56587133e+00	1.00970175e+02	6.92759377e+01
218             	bottom	1.56233445e+00	1.00970149e+02	6.92754880e+01
219             	bottom	1.55880591e+00	1.00970123e+02	6.92750394e+01
220             	bottom	1.55528527e+00	1.00970098e+02	6.92745918e+01
221             	bottom	1.55177292e+00	1.00970072e+02	6.92741453e+01
222             	bottom	1.54826845e+00	1.00970047e+02	6.92736999e+01
223             	bottom	1.54477222e+00	1.00970021e+02	6.92732555e+01
224             	bottom	1.54128383e+00	1.00969996e+02	6.92728121e+01
225             	bottom	1.53780364e+00	1.00969971e+02	6.92723699e+01
226             	bottom	1.53433126e+00	1.00969946e+02	6.92719286e+01
227             	bottom	1.53086705e+00	1.00969921e+02	6.92714885e+01
228             	bottom	1.52741060e+00	1.00969896e+02	6.92710493e+01
229             	bottom	1.52396228e+00	1.00969872e+02	6.92706112e+01
230             	bottom	1.52052168e+00	1.00969847e+02	6.92701742e+01
231             	bottom	1.51708918e+00	1.00969823e+02	6.92697382e+01
232             	bottom	1.51366437e+00	1.00969799e+02	6.92693032e+01
233             	bottom	1.51024761e+00	1.00969774e+02	6.92688692e+01
234             	bottom	1.50683850e+00	1.00969750e+02	6.92684363e+01
235             	bottom	1.50343742e+00	1.00969726e+02	6.92680044e+01
236             	bottom	1.50004395e+00	1.00969703e+02	6.92675735e+01
237             	bottom	1.49665846e+00	1.00969679e+02	6.92671437e+01
238             	bottom	1.49328055e+00	1.00969655e+02	6.92667148e+01
